xx,yy,OBJECTID,Description,ParkType,Car_Park,Dog_Off_Leash_Area,Electric_BBQ,Picnic_Set,Rubbish_Bins,Shelter,Toilets,Water_Fountain,Basketball_Court,Play_Equipment,Playground_Area,Skate_Park,Exercise_Equipment,Suburb,ADDRESS,APS
491387.9894,7009931.6583,140,Markwell Road Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,CABOOLTURE,302-320 MARKWELL ROAD CABOOLTURE,NO
494066.8122,6994852.3584,141,River Oak Way Park,Park\Linear Linkage,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,NARANGBA,80 GOLDEN WATTLE DRIVE NARANGBA,NO
496618.069,6996628.7445,142,Lions Park (Burpengary),Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,BURPENGARY,11 ELEANOR STREET BURPENGARY,NO
502350.202,6991385.9722,143,Felicity Court Park,Park\Linear Linkage,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,DECEPTION BAY,17 DIANE COURT DECEPTION BAY,NO
493752.5078,6981986.9053,144,Don Frahm Netball Memorial Par,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,JOYNER,15 JARVIS COURT JOYNER,NO
497736.9762,7004195.087,145,Learjet Drive Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,CABOOLTURE,Lot 102 BRUCE HIGHWAY CABOOLTURE,NO
495606.5199,6991107.3901,146,Kelly Street Park (Guides),Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,NARANGBA,30A KELLY STREET NARANGBA,NO
497766.3351,6982899.3233,147,Mary Bray Park,Park\Linear Linkage,No,No,No,No,Yes,No,No,No,No,No,No,No,No,LAWNTON,6-10 NORFOLK AVENUE LAWNTON,NO
509859.8502,6991237.4892,148,Endeavour Park,Park\Regional Foresh,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,NEWPORT,2-80 ENDEAVOUR ESPLANADE NEWPORT,NO
502596.1841,6983389.4081,149,Cairns Road Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,GRIFFIN,Lot 903 DOHLES ROCKS ROAD GRIFFIN,NO
492979.0149,6994497.9266,150,Creekside Corner Park,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,NARANGBA,22-44 MAIDENHAIR DRIVE NARANGBA,NO
493416.67,6975791.6848,151,Windsong Street Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,EATONS HILL,3-5 WINDSONG STREET EATONS HILL,NO
497772.1438,6975826.8509,152,Leitchs Road/Pleasant Drive Walkway,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,ALBANY CREEK,Lot 4 LEITCHS ROAD ALBANY CREEK,NO
494960.8385,7002390.0698,153,Dickson Park,Park\Local Civic Par,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,CABOOLTURE SOUTH,143-147 MORAYFIELD ROAD CABOOLTURE SOUTH,NO
499461.1231,6980215.9416,154,Norman L Reilly Park,Park\Local Recreatio,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,,,NO
495084.4685,7004001.3143,155,John S Mackay Place,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,CABOOLTURE,2-14 ELLIOTT STREET CABOOLTURE,NO
501449.3688,6983747.5549,156,Woodlands Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,MURRUMBA DOWNS,55 PARKWAY CRESCENT MURRUMBA DOWNS,NO
497411.7662,7001860.7902,157,Riverbend Crescent Park,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,MORAYFIELD,34-42 RIVERBEND CRESCENT MORAYFIELD,NO
492986.2859,6993775.4279,158,Cockatoo Crest Park,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,NARANGBA,13 HUON STREET NARANGBA,NO
491031.4138,6998131.671,159,Excelsior Park,Park\Local Recreatio,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,MORAYFIELD,222A WILLIAMSON ROAD MORAYFIELD,NO
511344.5423,6988336.5456,160,Bee Gees Way,Park\Local Civic Par,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,REDCLIFFE,109 REDCLIFFE PARADE REDCLIFFE,NO
497038.9687,7006742.6896,161,Blunt Street Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,CABOOLTURE,129-131 ELOF ROAD CABOOLTURE,NO
498275.7241,6985239.9358,162,1 Beattie Street,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,KALLANGUR,1 BEATTIE STREET KALLANGUR,NO
478662.3746,7017809.8672,163,Swimming Pool Woodford,Park\Community Facil,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,WOODFORD,47-55 PETERSON ROAD WOODFORD,NO
500532.4692,6989618.4034,164,Sears Parade Park,Park\Local Recreatio,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,NORTH LAKES,10 TRUMP CIRCUIT NORTH LAKES,NO
494975.1716,6970454.9604,165,Bandicoot Gully,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,ARANA HILLS,53 YATHONG COURT ARANA HILLS,NO
491987.4067,6998118.3809,166,Excelsior Drive Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,MORAYFIELD,100 EXCELSIOR DRIVE MORAYFIELD,NO
495074.5304,6993768.7106,167,Lions Park (Narangba),Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,NARANGBA,101 COTTONTREE DRIVE NARANGBA,NO
497021.8501,6970640.5333,168,Ironbark Circuit Reserve,Park\Linear Linkage,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,EVERTON HILLS,16 IRONBARK CIRCUIT EVERTON HILLS,NO
498767.5615,6986749.7764,169,Ron Westaway Park,Park\Linear Linkage,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,KALLANGUR,26 SHEAVES ROAD KALLANGUR,NO
497309.3577,6999112.1115,170,Moreton Bay Central Sports Complex,Regional Sports Park,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,BURPENGARY,1305-1395 BRUCE HIGHWAY BURPENGARY,NO
502191.2059,6991175.1786,171,Barculdie Park,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,DECEPTION BAY,35 BARCULDIE CRESCENT DECEPTION BAY,NO
493102.3657,7004415.7914,172,Colburn Way Local Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,BELLMERE,17 BELLMERE ROAD BELLMERE,NO
496361.0772,7007348.6072,173,Scribbly Gum Circuit Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,CABOOLTURE,1 SCRIBBLY GUM CIRCUIT CABOOLTURE,NO
499634.4417,6979319.7126,174,Pitonga Way,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,STRATHPINE,38 DIXON STREET STRATHPINE,NO
498266.7814,6989080.2028,175,Hughes Road East Park,Park\Amenity Park,No,No,No,No,No,No,No,No,No,No,No,No,No,DAKABIN,75 HUGHES ROAD DAKABIN,NO
493677.1426,6994973.2897,176,Stoney Creek Reserve,Park\Linear Linkage,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,NARANGBA,120 RIVER OAK WAY NARANGBA,NO
494996.2402,7003650.0962,177,Apex Park (Caboolture),Park\Regional Recrea,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,CABOOLTURE,2 MORAYFIELD ROAD CABOOLTURE,NO
500403.2922,6988643.3018,178,Gibbs Street Park,Park\Local Recreatio,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,NORTH LAKES,2 FREEMAN STREET NORTH LAKES,NO
501497.8291,6989269.66,179,North Lakes Golf Course Bridge,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,NORTH LAKES,Lot 8 BRIDGEPORT DRIVE NORTH LAKES,NO
503786.3201,7010485.7516,180,Toorbul Equestrian Park,Park\Specific use Sp,No,No,No,No,No,No,No,No,No,No,No,No,No,TOORBUL,1104B-1118B PUMICESTONE ROAD TOORBUL,NO
496681.5863,6992092.2727,181,Michel Drive Reserve (South),Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,NARANGBA,45 MICHEL DRIVE NARANGBA,NO
500794.3003,6988821.3091,182,Endeavour Boulevard Park,Park\Linear Linkage,No,No,No,No,Yes,No,No,No,No,No,No,No,No,NORTH LAKES,220 ENDEAVOUR BOULEVARD NORTH LAKES,NO
514176.1461,7008157.0632,183,Tradewinds Drive Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,BANKSIA BEACH,78 TRADEWINDS DRIVE BANKSIA BEACH,NO
506311.4692,7005841.7324,184,Fauna Way Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,NINGI,122-142 COCOS DRIVE NINGI,NO
503423.9488,6984530.402,185,Peppercorn Street Park,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,GRIFFIN,29 CORIANDER DRIVE GRIFFIN,NO
498623.8977,6978129.6681,186,Buckley Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,BRENDALE,20 TERRENCE ROAD BRENDALE,NO
495785.0279,6969545.2116,187,Narbeethong Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,ARANA HILLS,27-29 PATRICKS ROAD ARANA HILLS,NO
513990.2978,7008662.4432,188,Cutter Court Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,BANKSIA BEACH,1A CUTTER COURT BANKSIA BEACH,NO
496273.8211,6995951.3199,189,Henderson Road Park,Park\Linear Linkage,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,BURPENGARY,6 BEATRICE PLACE BURPENGARY,NO
497136.3466,6973495.9522,190,Bill Patterson Way,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,ALBANY CREEK,45 OLD NORTHERN ROAD ALBANY CREEK,NO
493308.1506,7001987.2125,191,Crestleigh Court Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,MORAYFIELD,Lot 1 CABOOLTURE RIVER ROAD MORAYFIELD,YES
499088.1895,6987056.3706,192,Glasshouse Circuit Park,Park\Linear Linkage,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,KALLANGUR,71 GLASS HOUSE CIRCUIT KALLANGUR,NO
495389.0978,6981239.6502,193,Samsonvale Road Roundabout Par,Park\Local Civic Par,No,No,No,No,Yes,No,No,No,No,No,No,No,No,WARNER,341 SAMSONVALE ROAD WARNER,NO
498961.9432,6986293.04,194,Penson Park,Park\Local Recreatio,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,,,NO
509884.6186,6990397.612,195,Heron Canal Park,Park\Amenity Park,No,No,No,No,No,No,No,No,No,No,No,No,No,NEWPORT,125A GRIFFITH ROAD NEWPORT,NO
495012.9402,6969852.2645,196,Narellan Park,Park\Local Recreatio,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,ARANA HILLS,88-98 NARELLAN STREET ARANA HILLS,NO
495508.3245,6969314.365,197,Cuphea Street Park,Park\Amenity Park,No,No,No,No,No,No,No,No,No,No,No,No,No,ARANA HILLS,19 CUPHEA STREET ARANA HILLS,NO
494012.5222,6981006.2449,198,Bayberry Crescent Reserve,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,WARNER,29 BAYBERRY CRESCENT WARNER,NO
496191.0932,6980571.7495,199,Neilsen Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,BRAY PARK,38A LAVARACK ROAD BRAY PARK,NO
515052.834,7007950.9106,200,Eagles Landing Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,BANKSIA BEACH,17-29 EAGLES LANDING BANKSIA BEACH,NO
497564.577,6971321.405,201,Alfredson Park,Park\Linear Linkage,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,EVERTON HILLS,16 COLLINS ROAD EVERTON HILLS,NO
496285.7679,6983669.9869,202,Homestead Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,PETRIE,6 HOMESTEAD PLACE PETRIE,NO
494250.6891,7004522.342,203,Watt Street Park,Park\Local Recreatio,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,CABOOLTURE,37 WATT STREET CABOOLTURE,NO
499473.9187,6986623.4086,204,Joe Kruger Park,Park\Local Recreatio,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,KALLANGUR,20 BRICKWORKS ROAD KALLANGUR,NO
510161.8784,7005486.4582,205,Ningi Waters Drive Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,NINGI,44 NINGI WATERS DRIVE NINGI,NO
499117.7433,6988045.0584,206,Blue Gum Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,DAKABIN,21A LEIGH CRESCENT DAKABIN,NO
494364.5656,6974575.7508,207,Steiler Court Reserve (North),Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,BUNYA,15 STEILER COURT BUNYA,NO
498662.3492,6995971.1375,208,Fodora Place Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,BURPENGARY EAST,1 FODORA PLACE BURPENGARY EAST,NO
494037.8582,7004392.9212,209,Wilson Street Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,CABOOLTURE,23A WILSON STREET CABOOLTURE,NO
498037.9386,6994540.5682,210,Pitt Road Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,BURPENGARY,220-222 PITT ROAD BURPENGARY,NO
501518.9759,6985661.0815,211,Claremont Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,MURRUMBA DOWNS,13 CLAREMONT DRIVE MURRUMBA DOWNS,NO
494490.1111,6970669.8585,212,Hutton Reserve,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,FERNY HILLS,3 WOODROW COURT FERNY HILLS,NO
514606.6092,7007767.18,213,North Point Park (South),Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,BANKSIA BEACH,31 NORTH POINT BANKSIA BEACH,NO
496219.7444,6974648.6522,214,Scenic Close Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,ALBANY CREEK,4-10 SCENIC CLOSE ALBANY CREEK,NO
488656.8574,6972155.1348,215,Kupidabin Park,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,SAMFORD VILLAGE,15 CORBETT STREET SAMFORD VILLAGE,NO
502056.7597,6998813.6376,216,High Road Park (138 High Road),Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,BURPENGARY EAST,138 HIGH ROAD BURPENGARY EAST,NO
494580.6537,6982712.6782,217,Wright Reserve,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,JOYNER,23 REBECCA CRESCENT JOYNER,NO
501843.6082,6985511.9,218,Pine Meadows Buffer,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,MURRUMBA DOWNS,Lot 139 BRUCE HIGHWAY MURRUMBA DOWNS,NO
510218.5237,6991207.8688,219,Owens Park,Park\Local Recreatio,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,SCARBOROUGH,1-3 FERNLEA AVENUE SCARBOROUGH,NO
500503.1441,6984449.0324,220,Murrumba Downs Community Pool,Park\Specific use Sp,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,MURRUMBA DOWNS,47 OGG ROAD MURRUMBA DOWNS,NO
493770.9657,6993103.3554,221,Ringtail Court Park,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,NARANGBA,41 RINGTAIL COURT NARANGBA,NO
495024.9177,6980431.8188,222,King Edward Street Park,Park\Local Recreatio,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,WARNER,50 EVEREST STREET WARNER,NO
494157.9063,7005083.2917,223,Verona Court Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,CABOOLTURE,6 VERONA COURT CABOOLTURE,NO
509439.226,6987774.1082,224,Atkinson Park,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,KIPPA-RING,56 CENTAUR STREET KIPPA-RING,NO
493751.1548,6994700.4176,225,Central Green Drive West Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,NARANGBA,69 CENTRAL GREEN DRIVE NARANGBA,NO
510782.9154,7008277.5097,226,Ned Bishop Park,Park\Local Foreshore,No,No,No,No,No,Yes,No,No,No,No,No,No,No,TOORBUL,Lot 4 THE ESPLANADE TOORBUL,NO
510037.3764,6989580.874,227,Spoonbill Canal Park (South),Park\Amenity Park,No,No,No,No,No,No,No,No,No,No,No,No,No,NEWPORT,126A ASHMOLE ROAD NEWPORT,NO
494973.2595,7002282.6533,228,CT & LM Williams Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,MORAYFIELD,155-157 MORAYFIELD ROAD MORAYFIELD,NO
496678.3654,6977224.544,229,Brendale Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,BRENDALE,33 BRENDALE STREET BRENDALE,NO
492102.7575,7006065.9301,230,Connor Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,CABOOLTURE,15 HELEN STREET CABOOLTURE,NO
497232.543,6984587.9676,231,Peter Curtin Park,Park\Local Recreatio,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,PETRIE,8-10 DECKLE ROAD PETRIE,NO
482450.3896,6972498.8198,232,Denis Goodwin Reserve,Park\Specific use Sp,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,HIGHVALE,39 SHOWGROUNDS DRIVE HIGHVALE,NO
501594.3744,6987341.4848,233,Lakefield Drive Park,Park\Local Civic Par,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,NORTH LAKES,60 LAKEFIELD DRIVE NORTH LAKES,NO
500421.4265,6984930.7518,234,Blatchford Sporting & Recreati,Park\District Recrea,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,MURRUMBA DOWNS,22 ALANA STREET MURRUMBA DOWNS,NO
493047.6266,6970728.4359,235,Woodend Park,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,FERNY HILLS,9-21 RIDGEWOOD COURT FERNY HILLS,NO
511404.7955,6989161.5896,236,Grant Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,REDCLIFFE,2 GRANT STREET REDCLIFFE,NO
495296.283,6977143.9589,237,Terben Street Reserve (West South),Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,WARNER,25 TERBEN STREET WARNER,NO
501465.6932,6987701.9086,238,Mackenzie Park (Northlakes),Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,NORTH LAKES,1 COPELAND DRIVE NORTH LAKES,NO
509756.5617,6990141.5605,239,Intrepid Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,NEWPORT,11 INTREPID COURT NEWPORT,NO
496853.9274,7006416.9145,240,Elof Road Park (East),Park\Local Recreatio,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,CABOOLTURE,80-88 ELOF ROAD CABOOLTURE,NO
510264.3722,6990355.1469,241,Osprey Canal Park,Park\Amenity Park,No,No,No,No,No,No,No,No,No,No,No,No,No,NEWPORT,142A ASHMOLE ROAD NEWPORT,NO
489004.1885,6972522.3213,242,Alan Cash Park,Park\Local Sports Pa,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,SAMFORD VILLAGE,Lot 5 MAIN STREET SAMFORD VILLAGE,NO
502116.7356,6983593.0339,243,White Ibis Drive Park,Park\Linear Linkage,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,GRIFFIN,Lot 4 WHITE IBIS DRIVE GRIFFIN,NO
495755.5951,7008635.1272,244,Emu Road Park,Park\Linear Linkage,No,No,No,No,No,No,No,Yes,No,No,No,No,No,ELIMBAH,73-75 EMU ROAD ELIMBAH,NO
496492.0755,7005654.1231,245,Bluestar Circuit Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,CABOOLTURE,2 BLUESTAR CIRCUIT CABOOLTURE,NO
502419.3196,6992600.3515,246,Fredan Road Park,Park\Local Recreatio,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,DECEPTION BAY,53-57 BAILEY ROAD DECEPTION BAY,NO
497176.2569,6974864.3295,247,Faheys Road Pathway,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,ALBANY CREEK,2 FAHEYS ROAD ALBANY CREEK,NO
514615.7381,7010214.4226,248,Freshwater Drive Reserve,Park\Linear Linkage,No,No,No,No,No,Yes,No,No,No,No,No,No,No,BANKSIA BEACH,46 FRESHWATER DRIVE BANKSIA BEACH,NO
511032.6167,6986428.6532,249,Margate Beach Park,Park\Regional Foresh,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,,,No
492719.7426,6993504.8059,250,Oakey Flat Road,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,NARANGBA,910 OAKEY FLAT ROAD NARANGBA,NO
482125.4986,6972610.2067,251,Samford Showgrounds,Park\Specific use Sp,No,No,No,No,No,No,No,Yes,No,No,No,No,No,HIGHVALE,39 SHOWGROUNDS DRIVE HIGHVALE,NO
495451.2711,6979478.3555,252,Caspian Parade Park,Park\Linear Linkage,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,WARNER,81 CASPIAN PARADE WARNER,NO
494552.2167,6981010.0127,253,Boxwood Court Park,Park\District Recrea,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,WARNER,5 BOXWOOD COURT WARNER,NO
496005.805,6981629.4656,254,Ebert Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,BRAY PARK,43-53 LOCKYER DRIVE BRAY PARK,NO
495901.2923,6970403.3973,255,Bunya Timber Reserve,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,ARANA HILLS,5 BARNEY STREET ARANA HILLS,NO
501363.0858,6992349.4426,256,Muoio Park,Park\Local Recreatio,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,DECEPTION BAY,18-20 MONIQUE COURT DECEPTION BAY,NO
508457.413,6987411.3525,257,Daphne Carpenter Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,CLONTARF,38C SNOOK STREET CLONTARF,NO
506252.9396,7005474.7469,258,Cocos Drive Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,NINGI,84-94 COCOS DRIVE NINGI,NO
515249.4291,7007277.7475,259,The Peninsular Park (West),Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,BANKSIA BEACH,190 MARINA BOULEVARD BANKSIA BEACH,NO
479276.7195,7012959.5476,260,Delaneys Creek Pony Club Centr,Park\Specific use Sp,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,DELANEYS CREEK,45 BLEAKLEY ROAD DELANEYS CREEK,NO
515317.2971,7005591.7262,261,Pumicestone Lions Park,Park\District Foresh,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,BONGAREE,152-172 WELSBY PARADE BONGAREE,NO
494800.5013,6979521.1928,262,Burdekin Circuit Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,WARNER,2 WINDAMERE STREET WARNER,NO
495463.4977,7001100.7293,263,Arthur Allan Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,MORAYFIELD,9 GLENWOOD DRIVE MORAYFIELD,NO
506858.1602,7013113.8949,264,Donnybrook Community Centre,Park\Local Civic Par,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,DONNYBROOK,26 EDITH STREET DONNYBROOK,NO
493763.5908,7003978.2485,265,River Frontage (Caboolture) (S,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,CABOOLTURE,150 KING STREET CABOOLTURE,NO
509089.1568,6989378.3696,266,Talobilla Park,Park\Regional Sports,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KIPPA-RING,80 BOARDMAN ROAD KIPPA-RING,NO
497470.9971,6984437.2239,267,Bob Mathieson Way,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,PETRIE,1A COGNAC COURT PETRIE,NO
496450.1751,7000763.3243,268,Sutherland Crescent Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,MORAYFIELD,22 SUTHERLAND CRESCENT MORAYFIELD,NO
494975.0044,6994718.9625,269,Norfolk Lakes Park,Park\District Recrea,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,NARANGBA,116-150 MACDONALD DRIVE NARANGBA,NO
500733.1941,7002041.2021,270,Harry Ware Park,Park\Local Recreatio,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,BEACHMERE,24 RIVERSLEIGH ROAD BEACHMERE,NO
506846.4799,7013312.1249,271,Alice Street Park,Park\Local Recreatio,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,DONNYBROOK,48 ALICE STREET DONNYBROOK,NO
496088.2133,7003900.7301,272,Rafting Ground Park,Park\Local Recreatio,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,CABOOLTURE,9-21 SHORT STREET CABOOLTURE,NO
501909.5076,6991638.3498,273,Phillip Parade Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,DECEPTION BAY,125 PHILLIP PARADE DECEPTION BAY,NO
502518.4392,6986515.247,274,Bellongia Street Park,Park\Linear Linkage,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,No
516574.2862,7005568.7063,275,Ernest Sendall Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,BONGAREE,91-103 KANGAROO AVENUE BONGAREE,NO
510646.8894,6986269.1374,276,Langdon Park,Park\Local Sports Pa,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,MARGATE,Lot 1 MABEL STREET MARGATE,NO
497941.6958,6989079.5069,277,William Keith Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,DAKABIN,Lot 838 KEITH ROAD DAKABIN,NO
